id,credit,sex,education,mariage,age
13040,210000,2,1,2,31
13041,20000,2,3,1,52
13042,20000,1,1,2,23
13043,280000,2,2,2,30
13044,500000,2,1,1,47
13045,230000,1,1,1,39
13046,130000,1,2,1,31
13047,660000,1,1,2,40
13048,350000,2,3,1,50
13049,40000,1,3,2,24
13050,50000,2,3,1,33
13051,20000,1,2,1,43
13052,80000,2,2,1,35
13053,50000,2,2,2,23
13054,290000,1,2,1,40
13055,80000,2,1,2,27
13056,230000,1,3,2,29
13057,30000,2,2,1,29
13058,200000,2,1,2,29
13059,50000,2,2,2,26
13060,50000,1,2,1,57
13061,200000,2,1,1,48
13062,20000,1,2,2,23
13063,50000,2,3,2,48
13064,90000,1,1,2,31
13065,30000,2,2,2,23
13066,80000,2,2,2,30
13067,20000,1,2,2,31
13068,50000,2,1,2,30
13069,100000,1,1,2,33
13070,210000,2,1,2,28
13071,500000,2,1,1,38
13072,30000,1,2,2,25
13073,160000,2,2,1,41
13074,180000,2,1,2,28
13075,490000,2,1,1,37
13076,50000,1,1,2,29
13077,130000,1,1,2,27
13078,50000,2,2,2,34
13079,200000,2,1,1,58
13080,50000,2,1,2,27
13081,180000,2,1,2,33
13082,500000,2,1,2,39
13083,210000,2,2,1,46
13084,20000,1,1,2,35
13085,190000,2,2,3,29
13086,140000,1,3,2,29
13087,20000,1,3,2,51
13088,420000,2,1,2,29
13089,180000,2,1,2,29
13090,290000,1,2,2,28
13091,190000,2,1,2,40
13092,360000,1,1,1,39
13093,20000,1,2,1,53
13094,260000,2,2,1,32
13095,20000,1,3,1,55
13096,50000,1,3,1,52
13097,250000,1,1,1,55
13098,30000,2,2,1,26
13099,460000,1,2,2,30
13100,80000,1,2,2,26
13101,60000,2,2,1,35
13102,80000,2,2,2,26
13103,90000,2,2,1,28
13104,50000,2,2,2,34
13105,50000,1,3,2,50
13106,360000,2,1,1,41
13107,360000,2,1,1,49
13108,230000,2,1,2,29
13109,240000,2,2,1,39
13110,110000,2,2,1,27
13111,210000,2,2,1,28
13112,300000,2,1,2,28
13113,200000,1,3,1,65
13114,220000,1,2,2,29
13115,90000,2,3,1,45
13116,210000,2,2,1,44
13117,500000,1,1,2,31
13118,160000,2,1,2,33
13119,140000,2,1,1,47
13120,120000,2,1,1,42
13121,80000,1,2,2,46
13122,240000,2,2,1,38
13123,170000,2,1,2,30
13124,30000,1,2,2,38
13125,260000,2,1,1,31
13126,400000,1,1,1,34
13127,500000,2,2,1,31
13128,100000,2,1,2,32
13129,240000,1,1,1,39
13130,10000,1,3,1,53
13131,80000,2,2,1,36
13132,60000,1,2,2,28
13133,200000,2,1,2,38
13134,260000,2,2,2,41
13135,260000,2,2,1,39
13136,260000,1,1,2,30
13137,300000,1,1,1,34
13138,310000,2,2,2,27
13139,140000,2,1,1,32
13140,200000,2,2,1,50
13141,230000,1,2,1,39
13142,50000,1,2,2,27
13143,180000,2,2,1,29
13144,100000,1,1,2,26
13145,80000,2,2,1,49
13146,350000,2,1,2,39
13147,140000,2,2,2,32
13148,360000,2,1,2,29
13149,10000,1,6,2,47
13150,130000,2,1,2,25
13151,320000,1,1,1,41
13152,180000,2,2,1,34
13153,180000,2,1,1,39
13154,150000,2,2,1,39
13155,80000,1,2,2,27
13156,70000,1,1,2,50
13157,150000,1,2,1,66
13158,480000,2,3,1,36
13159,50000,2,3,2,45
13160,100000,2,1,2,28
13161,50000,2,3,2,26
13162,280000,1,1,2,28
13163,20000,2,2,1,48
13164,30000,1,3,1,50
13165,70000,2,2,1,38
13166,30000,1,3,2,59
13167,200000,2,1,1,64
13168,210000,1,1,2,30
13169,210000,2,1,1,66
13170,470000,1,1,1,39
13171,50000,1,2,2,38
13172,240000,2,2,1,37
13173,60000,1,3,1,38
13174,100000,2,2,1,33
13175,200000,2,2,2,25
13176,130000,1,1,1,58
13177,50000,1,2,2,24
13178,300000,2,1,2,34
13179,210000,1,1,2,32
13180,70000,1,1,2,27
13181,100000,2,3,2,49
13182,30000,2,2,1,25
13183,200000,1,1,2,30
13184,360000,1,2,1,36
13185,20000,1,2,2,24
13186,150000,2,1,2,32
13187,750000,2,1,2,28
13188,100000,1,2,2,24
13189,300000,1,2,1,36
13190,90000,2,2,2,55
13191,50000,1,2,2,28
13192,120000,2,2,1,48
13193,120000,2,2,1,39
13194,30000,1,2,1,42
13195,220000,1,2,1,43
13196,180000,2,2,2,31
13197,20000,1,3,2,52
13198,140000,2,2,2,26
13199,400000,2,2,1,46
13200,180000,2,1,2,27
13201,340000,2,2,1,36
13202,250000,1,3,2,46
13203,50000,2,2,1,50
13204,220000,2,1,2,24
13205,400000,1,2,2,35
13206,320000,2,1,1,37
13207,260000,2,2,1,40
13208,350000,1,1,1,42
13209,30000,1,2,2,34
13210,10000,1,2,2,24
13211,50000,2,2,2,23
13212,30000,2,3,2,23
13213,350000,1,1,2,35
13214,410000,1,1,1,37
13215,130000,2,3,1,35
13216,80000,2,3,2,28
13217,380000,2,2,1,51
13218,320000,2,1,1,42
13219,20000,1,1,2,23
13220,50000,1,2,2,32
13221,30000,1,2,2,25
13222,50000,1,2,2,24
13223,50000,1,2,2,41
13224,50000,1,2,1,51
13225,200000,1,1,2,27
13226,80000,1,2,2,29
13227,20000,2,3,3,53
13228,180000,2,2,2,28
13229,230000,2,1,2,33
13230,180000,2,2,2,33
13231,90000,2,2,2,23
13232,20000,1,2,2,23
13233,100000,1,2,2,32
13234,60000,1,3,2,44
13235,130000,2,2,2,35
13236,50000,2,2,1,55
13237,70000,2,1,2,23
13238,360000,2,2,2,53
13239,20000,1,1,2,22
13240,20000,1,3,2,34
13241,440000,2,3,2,36
13242,400000,1,1,1,41
13243,170000,2,1,2,29
13244,200000,1,2,1,32
13245,220000,2,1,1,41
13246,280000,2,2,1,31
13247,360000,1,1,2,29
13248,20000,1,2,1,51
13249,290000,2,1,1,44
13250,380000,2,2,1,33
13251,180000,1,1,2,28
13252,120000,2,1,2,26
13253,50000,2,2,2,27
13254,20000,1,1,1,48
13255,20000,1,2,2,25
13256,170000,2,2,2,29
13257,180000,2,2,2,24
13258,200000,1,1,2,36
13259,200000,1,2,1,55
13260,360000,2,1,2,26
13261,10000,2,2,2,26
13262,60000,2,2,1,60
13263,40000,2,2,1,24
13264,100000,1,2,2,39
13265,50000,2,2,2,23
13266,300000,1,1,2,29
13267,110000,1,3,2,29
13268,120000,1,1,1,37
13269,150000,1,2,1,45
13270,230000,2,2,2,30
13271,180000,2,2,1,35
13272,320000,2,2,2,33
13273,80000,2,1,2,23
13274,160000,2,1,2,29
13275,50000,2,2,2,23
13276,180000,1,2,2,26
13277,110000,1,3,2,26
13278,150000,1,1,2,32
13279,210000,2,3,1,52
13280,10000,1,2,2,43
13281,30000,2,2,2,22
13282,450000,2,1,2,36
13283,110000,2,1,2,25
13284,270000,2,2,1,37
13285,50000,2,3,1,46
13286,100000,2,3,3,43
13287,360000,2,2,2,30
13288,110000,2,2,1,32
13289,180000,2,3,2,55
13290,230000,2,1,1,34
13291,20000,2,3,1,41
13292,50000,2,1,2,22
13293,10000,1,3,2,31
13294,320000,1,1,1,46
13295,280000,2,1,2,26
13296,20000,1,2,1,28
13297,70000,1,2,2,36
13298,80000,2,2,2,36
13299,200000,2,1,2,25
13300,30000,1,2,2,24
13301,100000,2,2,1,41
13302,110000,1,1,2,26
13303,300000,2,1,1,33
13304,300000,2,2,1,31
13305,340000,2,1,2,29
13306,270000,1,1,1,37
13307,100000,1,2,2,26
13308,50000,1,1,1,33
13309,360000,2,2,1,40
13310,90000,2,2,1,49
13311,140000,1,2,1,42
13312,150000,2,1,2,28
13313,50000,1,3,2,34
13314,30000,2,3,2,26
13315,230000,2,2,1,54
13316,240000,2,2,1,40
13317,200000,2,1,1,44
13318,330000,1,2,1,42
13319,110000,1,1,1,29
13320,200000,2,3,1,54
13321,50000,2,2,3,46
13322,70000,2,1,2,27
13323,360000,2,2,1,59
13324,50000,2,2,2,54
13325,80000,2,3,2,28
13326,200000,2,2,1,69
13327,50000,1,2,2,27
13328,30000,1,1,2,27
13329,390000,2,1,2,31
13330,380000,2,1,1,42
13331,20000,2,2,1,46
13332,80000,2,2,2,31
13333,50000,2,2,1,49
13334,50000,2,1,1,25
13335,200000,1,2,2,44
13336,100000,1,3,2,28
13337,180000,1,1,2,31
13338,120000,2,2,2,27
13339,390000,2,2,2,31
13340,250000,2,2,1,37
13341,350000,1,2,1,47
13342,70000,2,2,2,30
13343,210000,2,1,2,33
13344,180000,1,1,2,29
13345,80000,1,1,2,25
13346,120000,2,3,2,26
13347,210000,2,1,1,23
13348,20000,1,2,1,38
13349,150000,2,1,1,38
13350,390000,1,1,1,38
13351,310000,2,1,2,36
13352,230000,2,1,2,27
13353,90000,2,2,1,51
13354,140000,1,1,2,29
13355,150000,2,1,2,28
13356,130000,1,2,2,27
13357,210000,2,1,2,27
13358,100000,2,1,2,25
13359,150000,1,5,1,36
13360,200000,2,1,2,29
13361,80000,2,2,2,27
13362,230000,1,1,2,27
13363,50000,1,2,3,37
13364,260000,2,2,2,33
13365,110000,1,2,2,23
13366,20000,1,3,1,56
13367,360000,2,2,1,42
13368,160000,1,1,1,36
13369,10000,1,2,2,35
13370,150000,1,1,1,31
13371,500000,1,1,1,35
13372,500000,1,1,1,69
13373,360000,2,2,2,28
13374,50000,2,1,2,28
13375,270000,2,1,1,35
13376,10000,2,3,1,58
13377,30000,2,2,1,29
13378,80000,2,3,1,30
13379,360000,2,2,1,27
13380,120000,2,1,2,26
13381,400000,2,2,2,35
13382,500000,2,2,2,26
13383,140000,1,3,1,54
13384,110000,1,2,2,27
13385,30000,1,2,2,34
13386,140000,2,1,1,56
13387,150000,2,3,1,39
13388,280000,1,3,1,37
13389,20000,1,3,1,45
13390,340000,2,3,1,36
13391,60000,1,2,2,25
13392,20000,1,1,1,62
13393,50000,2,1,2,25
13394,200000,2,2,1,35
13395,180000,2,1,2,30
13396,240000,2,1,1,34
13397,360000,1,2,2,32
13398,50000,2,2,1,26
13399,100000,1,3,2,50
13400,80000,2,3,2,26
13401,50000,2,3,1,32
13402,420000,2,3,2,27
13403,190000,2,1,1,35
13404,180000,2,2,1,33
13405,40000,2,1,2,22
13406,50000,1,2,2,43
13407,10000,1,2,2,23
13408,200000,2,1,2,39
13409,120000,1,3,1,39
13410,100000,2,2,1,48
13411,100000,2,1,2,24
13412,360000,1,1,2,29
13413,100000,2,2,1,28
13414,290000,2,2,1,49
13415,240000,1,1,2,34
13416,290000,2,2,1,37
13417,500000,2,2,2,33
13418,50000,1,2,1,32
13419,220000,2,2,2,30
13420,20000,1,2,1,44
13421,420000,2,2,1,36
13422,100000,2,1,2,29
13423,230000,2,1,1,43
13424,50000,2,2,1,53
13425,70000,1,1,1,42
13426,180000,1,1,2,31
13427,90000,1,1,2,27
13428,50000,1,2,2,24
13429,50000,2,3,2,22
13430,60000,2,1,2,26
13431,50000,2,3,2,41
13432,300000,2,1,1,58
13433,30000,2,1,2,36
13434,10000,1,1,2,25
13435,70000,1,1,2,30
13436,160000,1,2,2,32
13437,260000,1,2,2,30
13438,360000,1,1,2,39
13439,60000,2,3,1,30
13440,180000,2,2,2,39
13441,40000,2,2,2,23
13442,160000,1,2,2,36
13443,610000,2,1,2,35
13444,50000,2,3,2,35
13445,320000,1,1,1,48
13446,150000,1,1,2,29
13447,170000,1,1,1,36
13448,500000,1,2,1,53
13449,200000,1,2,1,57
13450,290000,2,1,2,27
13451,40000,2,2,2,53
13452,300000,2,1,2,30
13453,50000,1,3,2,32
13454,20000,1,2,2,29
13455,30000,2,2,1,22
13456,140000,1,2,2,34
13457,80000,1,2,1,32
13458,260000,2,2,2,35
13459,130000,2,1,2,27
13460,380000,2,3,2,39
13461,200000,1,2,1,36
13462,50000,2,3,1,46
13463,50000,1,1,2,25
13464,90000,2,2,1,26
13465,20000,1,1,2,25
13466,140000,2,2,1,26
13467,30000,1,3,3,45
13468,230000,1,1,2,28
13469,100000,1,3,1,36
13470,240000,2,1,2,46
13471,200000,1,1,1,36
13472,80000,1,1,2,26
13473,360000,1,1,1,56
13474,150000,1,2,2,37
13475,130000,1,2,2,27
13476,30000,2,2,1,56
13477,250000,1,1,2,33
13478,500000,1,1,1,42
13479,30000,1,2,3,43
13480,390000,1,1,1,41
13481,390000,2,1,2,27
13482,360000,1,2,2,37
13483,90000,2,2,1,25
13484,100000,2,3,1,35
13485,30000,1,3,1,31
13486,160000,1,3,2,25
13487,20000,1,1,2,26
13488,240000,2,1,2,36
13489,80000,1,1,2,26
13490,30000,2,2,2,22
13491,150000,1,2,1,45
13492,160000,2,2,2,28
13493,20000,2,1,1,58
13494,230000,1,1,1,45
13495,100000,2,2,1,46
13496,420000,1,2,2,39
13497,480000,2,2,1,37
13498,10000,1,3,1,37
13499,180000,2,3,1,41
13500,200000,1,1,2,32
13501,140000,1,2,2,36
13502,20000,2,1,1,23
13503,80000,2,1,2,39
13504,10000,2,2,1,29
13505,50000,1,2,1,35
13506,340000,1,3,2,38
13507,330000,2,2,2,39
13508,230000,2,1,1,47
13509,360000,1,1,2,40
13510,30000,2,3,3,48
13511,500000,1,1,2,42
13512,200000,1,1,1,42
13513,50000,2,2,1,55
13514,240000,2,3,2,36
13515,290000,2,1,1,45
13516,20000,2,3,2,24
13517,60000,2,3,2,49
13518,160000,1,2,2,24
13519,200000,2,1,2,31
13520,70000,2,2,1,33
13521,140000,1,1,2,35
13522,460000,1,1,1,44
13523,160000,2,2,2,36
13524,200000,2,2,1,40
13525,80000,2,3,2,55
13526,310000,2,1,1,47
13527,290000,2,2,1,29
13528,120000,1,1,2,27
13529,20000,1,3,2,31
13530,90000,1,1,2,29
13531,60000,1,1,1,60
13532,260000,1,2,1,39
13533,180000,2,2,2,30
13534,50000,1,3,2,41
13535,50000,1,3,1,40
13536,50000,1,3,2,53
13537,200000,2,1,2,32
13538,170000,1,2,1,35
13539,50000,2,1,2,22
13540,440000,1,3,1,47
13541,100000,1,2,1,28
13542,50000,1,3,2,49
13543,220000,1,1,1,47
13544,150000,2,3,2,43
13545,20000,1,1,2,28
13546,160000,2,2,1,39
13547,50000,1,1,2,28
13548,130000,2,3,1,40
13549,20000,1,2,2,36
13550,200000,2,2,1,34
13551,20000,2,1,2,22
13552,300000,2,1,1,39
13553,120000,2,1,2,25
13554,360000,2,1,2,27
13555,140000,1,1,3,59
13556,210000,2,2,2,25
13557,200000,1,1,2,30
13558,130000,2,1,2,28
13559,240000,2,2,1,48
13560,80000,1,3,1,65
13561,500000,2,1,2,36
13562,320000,1,1,1,46
13563,210000,2,1,2,56
13564,200000,2,2,1,42
13565,50000,1,1,2,37
13566,340000,2,1,1,38
13567,240000,1,2,1,62
13568,240000,2,1,2,28
13569,50000,1,2,1,40
13570,50000,1,3,1,55
13571,20000,2,2,2,45
13572,510000,1,1,1,35
13573,220000,2,1,2,25
13574,220000,2,2,2,30
13575,60000,1,1,2,37
13576,40000,2,2,2,26
13577,50000,1,1,2,64
13578,360000,2,1,1,46
13579,120000,1,1,1,51
13580,20000,1,3,2,23
13581,30000,1,2,1,33
13582,110000,2,1,2,29
13583,170000,2,2,2,31
13584,180000,1,2,1,48
13585,50000,2,2,2,23
13586,180000,2,1,2,28
13587,80000,2,2,1,50
13588,20000,2,1,1,34
13589,30000,2,3,1,57
13590,80000,1,2,2,28
13591,200000,1,1,1,53
13592,120000,2,2,1,42
13593,160000,2,5,1,52
13594,500000,2,1,1,44
13595,50000,2,2,2,22
13596,50000,2,2,1,39
13597,200000,1,1,2,41
13598,30000,1,2,2,25
13599,190000,2,2,1,33
13600,120000,2,2,1,41
13601,30000,2,3,2,39
13602,30000,2,3,2,27
13603,310000,1,1,2,33
13604,30000,2,2,1,31
13605,440000,1,1,2,52
13606,50000,2,1,2,27
13607,70000,1,2,2,38
13608,260000,2,1,2,31
13609,320000,1,1,1,46
13610,210000,2,2,1,34
13611,280000,2,1,1,29
13612,140000,1,1,2,32
13613,20000,2,3,2,22
13614,340000,1,1,2,25
13615,70000,2,3,3,39
13616,120000,2,1,1,50
13617,60000,2,2,2,24
13618,30000,1,3,2,29
13619,30000,1,2,2,29
13620,80000,1,1,1,25
13621,50000,1,2,1,49
13622,100000,1,3,2,37
13623,60000,1,2,1,35
13624,10000,2,2,2,23
13625,280000,2,1,1,41
13626,250000,2,3,2,47
13627,40000,1,2,1,48
13628,30000,2,1,2,25
13629,50000,1,1,1,57
13630,70000,2,3,2,29
13631,130000,2,2,1,28
13632,60000,2,2,2,24
13633,200000,2,2,1,29
13634,100000,2,1,2,33
13635,190000,2,2,2,30
13636,20000,1,3,1,36
13637,230000,1,1,2,42
13638,90000,2,2,2,26
13639,240000,2,1,2,29
13640,20000,2,2,2,23
13641,20000,2,3,2,22
13642,50000,2,1,2,24
13643,230000,2,2,2,40
13644,430000,2,2,1,41
13645,50000,1,2,1,34
13646,230000,1,2,2,32
13647,240000,2,5,2,36
13648,120000,2,1,2,30
13649,280000,2,2,1,26
13650,500000,1,1,2,29
13651,260000,1,2,1,53
13652,140000,2,1,2,31
13653,310000,2,3,2,28
13654,50000,2,3,1,36
13655,50000,2,3,1,35
13656,30000,2,3,2,29
13657,200000,1,1,1,43
13658,80000,2,3,2,33
13659,310000,2,3,2,36
13660,220000,2,2,2,26
13661,80000,2,2,2,26
13662,500000,2,1,2,38
13663,100000,2,1,1,37
13664,200000,1,1,1,37
13665,20000,1,2,2,39
13666,20000,2,2,1,28
13667,80000,1,2,2,38
13668,110000,1,2,2,29
13669,100000,1,2,1,38
13670,400000,1,5,1,30
13671,320000,1,1,1,40
13672,180000,1,2,2,28
13673,180000,2,2,2,27
13674,30000,2,2,2,22
13675,30000,1,2,2,35
13676,240000,2,1,2,42
13677,100000,2,1,2,24
13678,90000,1,2,1,50
13679,20000,1,2,1,22
13680,60000,1,2,2,28
13681,90000,1,3,1,38
13682,80000,2,2,1,40
13683,500000,2,1,1,34
13684,430000,1,1,2,34
13685,130000,1,1,2,27
13686,500000,2,2,1,66
13687,350000,2,2,1,38
13688,320000,1,1,2,34
13689,160000,2,2,2,24
13690,110000,1,1,2,25
13691,60000,2,3,3,53
13692,260000,2,4,2,33
13693,50000,1,1,1,47
13694,270000,1,2,2,44
13695,210000,1,1,1,52
13696,20000,2,2,1,29
13697,30000,2,2,2,49
13698,500000,2,1,1,56
13699,360000,2,1,2,31
13700,90000,1,2,2,30
13701,10000,2,2,2,28
13702,200000,2,2,2,36
13703,60000,1,2,2,37
13704,80000,1,2,1,40
13705,500000,1,1,2,32
13706,50000,1,2,1,21
13707,50000,2,2,2,24
13708,200000,2,1,2,30
13709,470000,1,2,1,45
13710,180000,2,3,1,41
13711,240000,1,2,1,33
13712,200000,1,1,1,30
13713,20000,1,2,2,40
13714,80000,2,2,2,32
13715,30000,1,2,2,54
13716,200000,2,1,2,35
13717,100000,2,2,1,38
13718,70000,2,3,1,30
13719,140000,1,2,1,30
13720,30000,2,2,1,27
13721,100000,2,2,2,27
13722,60000,1,2,2,38
13723,50000,2,1,2,23
13724,120000,2,1,1,35
13725,50000,1,3,2,23
13726,300000,1,2,2,28
13727,360000,2,1,1,36
13728,40000,2,2,1,36
13729,190000,2,2,2,40
13730,30000,2,1,2,23
13731,280000,2,3,2,47
13732,30000,2,2,2,23
13733,500000,2,1,1,32
13734,260000,2,1,2,32
13735,60000,2,2,1,46
13736,70000,2,3,1,36
13737,30000,1,2,2,27
13738,300000,1,3,1,37
13739,30000,2,2,2,22
13740,40000,1,3,2,43
13741,80000,1,1,2,25
13742,50000,1,1,2,35
13743,90000,2,1,1,38
13744,260000,1,1,2,29
13745,100000,2,1,1,58
13746,280000,1,1,2,34
13747,80000,2,2,1,22
13748,150000,2,2,2,27
13749,90000,2,2,2,39
13750,130000,2,1,1,33
13751,210000,1,2,2,36
13752,420000,2,1,2,44
13753,500000,1,1,2,39
13754,180000,1,1,2,30
13755,150000,2,2,1,36
13756,440000,1,1,2,30
13757,50000,1,1,2,27
13758,140000,1,2,1,29
13759,150000,1,1,2,29
13760,150000,2,2,2,27
13761,480000,1,6,2,49
13762,100000,2,1,2,35
13763,310000,2,1,2,33
13764,280000,2,1,2,27
13765,60000,1,2,2,51
13766,160000,2,1,2,31
13767,90000,1,2,1,48
13768,50000,2,1,2,28
13769,200000,2,2,1,26
13770,240000,1,2,2,67
13771,200000,2,1,1,32
13772,100000,2,2,2,23
13773,50000,2,1,2,29
13774,240000,2,1,2,30
13775,300000,2,1,2,25
13776,350000,2,3,1,43
13777,50000,2,3,1,26
13778,50000,2,2,1,36
13779,30000,2,2,2,25
13780,50000,1,2,1,47
13781,20000,2,2,1,34
13782,270000,2,2,2,30
13783,380000,1,1,1,49
13784,10000,2,2,2,22
13785,80000,2,2,2,29
13786,240000,2,2,1,35
13787,280000,2,1,2,35
13788,160000,1,1,2,41
13789,180000,2,1,2,25
13790,50000,2,2,1,35
13791,50000,1,2,1,37
13792,20000,1,2,2,22
13793,20000,1,2,2,33
13794,140000,1,1,2,27
13795,360000,1,2,2,28
13796,180000,1,2,1,49
13797,390000,1,1,1,36
13798,30000,2,3,1,33
13799,210000,2,1,1,35
13800,20000,1,2,2,24
13801,450000,1,1,1,43
13802,50000,1,3,1,24
13803,50000,1,3,2,46
13804,20000,1,2,2,39
13805,200000,2,1,2,39
13806,230000,2,1,2,27
13807,50000,1,2,1,41
13808,50000,2,2,2,26
13809,50000,1,1,2,57
13810,20000,1,2,2,23
13811,40000,1,1,1,47
13812,100000,1,1,2,26
13813,150000,2,2,1,43
13814,240000,1,1,1,36
13815,360000,1,2,1,37
13816,130000,1,1,2,43
13817,50000,2,2,2,23
13818,160000,1,2,1,60
13819,340000,2,2,1,32
13820,20000,1,3,2,23
13821,60000,1,3,2,52
13822,220000,2,2,1,35
13823,280000,2,1,1,32
13824,60000,1,2,1,30
13825,230000,1,1,1,42
13826,120000,2,3,0,41
13827,240000,2,1,2,30
13828,420000,2,1,1,29
13829,230000,2,2,2,31
13830,30000,2,1,2,26
13831,210000,2,2,1,30
13832,250000,1,1,2,29
13833,70000,2,2,1,34
13834,20000,2,2,2,43
13835,130000,1,3,1,44
13836,460000,1,1,1,41
13837,170000,2,2,2,29
13838,200000,1,2,2,31
13839,70000,1,3,1,43
13840,200000,2,1,1,32
13841,20000,2,2,2,30
13842,200000,1,3,2,55
13843,250000,1,2,2,45
13844,50000,1,2,1,34
13845,30000,2,2,2,25
13846,50000,1,1,1,44
13847,90000,1,3,1,45
13848,360000,1,1,2,34
13849,290000,2,2,1,45
13850,170000,1,1,2,24
13851,290000,2,1,1,52
13852,30000,1,3,2,39
13853,250000,2,1,1,25
13854,210000,1,3,2,32
13855,360000,2,1,1,30
13856,120000,2,2,1,37
13857,170000,1,1,2,28
13858,20000,1,3,2,55
13859,80000,1,2,1,25
13860,200000,2,2,1,43
13861,150000,2,1,2,32
13862,110000,2,3,1,44
13863,180000,2,2,2,26
13864,520000,2,3,1,41
13865,20000,1,3,1,44
13866,180000,2,2,2,44
13867,30000,1,3,1,36
13868,380000,2,1,1,31
13869,160000,2,1,2,42
13870,220000,1,1,2,32
13871,250000,1,1,2,29
13872,330000,1,1,1,53
13873,50000,1,2,2,26
13874,340000,2,1,2,35
13875,180000,2,2,1,41
13876,30000,1,1,2,35
13877,10000,1,3,2,45
13878,120000,2,2,1,37
13879,250000,2,2,2,38
13880,200000,2,1,2,39
13881,500000,2,1,2,32
13882,90000,2,1,2,29
13883,80000,1,3,2,38
13884,740000,2,2,1,35
13885,300000,1,1,2,34
13886,210000,1,3,1,44
13887,230000,1,1,1,37
13888,270000,1,3,2,51
13889,270000,2,1,2,32
13890,180000,2,1,2,30
13891,280000,2,2,2,30
13892,50000,1,2,2,46
13893,20000,2,2,2,26
13894,170000,2,3,1,54
13895,300000,2,2,1,39
13896,20000,1,2,1,50
13897,110000,2,2,2,31
13898,80000,1,2,1,54
13899,80000,2,1,2,23
13900,60000,2,2,1,48
13901,30000,1,2,2,27
13902,40000,1,1,2,26
13903,180000,2,3,1,43
13904,290000,1,2,1,50
13905,50000,2,1,2,26
13906,150000,2,1,2,32
13907,50000,1,2,1,41
13908,20000,1,2,1,36
13909,180000,2,1,2,28
13910,360000,1,1,2,30
13911,90000,2,3,1,33
13912,450000,1,1,1,48
13913,140000,1,1,2,29
13914,400000,2,1,2,27
13915,50000,2,2,1,30
13916,420000,2,2,1,50
13917,390000,2,1,2,35
13918,200000,2,2,1,40
13919,130000,1,1,2,29
13920,360000,2,1,2,36
13921,290000,1,2,1,46
13922,120000,2,2,2,24
13923,40000,2,1,2,24
13924,500000,1,1,1,42
13925,150000,2,1,1,36
13926,240000,2,1,2,26
13927,80000,1,3,2,44
13928,220000,2,1,1,48
13929,110000,2,1,1,31
13930,220000,2,2,1,52
13931,100000,2,2,2,34
13932,70000,2,3,1,42
13933,50000,2,2,1,27
13934,200000,2,1,2,32
13935,220000,1,3,1,42
13936,200000,2,3,1,42
13937,350000,2,1,1,43
13938,80000,2,3,2,24
13939,50000,2,2,2,56
13940,200000,1,1,2,32
13941,60000,2,3,1,31
13942,50000,1,3,1,49
13943,360000,2,1,2,33
13944,30000,2,3,2,50
13945,90000,2,2,2,32
13946,200000,2,1,1,32
13947,100000,1,6,2,51
13948,200000,2,3,2,49
13949,300000,2,1,1,26
13950,10000,1,3,1,30
13951,400000,1,2,2,44
13952,130000,2,3,1,34
13953,180000,1,2,2,50
13954,370000,2,3,2,27
13955,60000,2,1,2,46
13956,210000,2,1,2,29
13957,70000,2,3,1,46
13958,20000,2,1,2,33
13959,200000,2,1,2,35
13960,130000,2,2,1,30
13961,120000,1,2,1,38
13962,330000,2,1,1,34
13963,30000,2,3,1,54
13964,480000,2,2,2,39
13965,100000,1,1,2,39
13966,270000,2,1,1,43
13967,40000,2,3,1,55
13968,180000,2,2,2,34
13969,240000,1,2,2,25
13970,210000,2,1,1,38
13971,50000,2,2,2,23
13972,230000,2,3,1,44
13973,50000,2,2,2,24
13974,250000,2,1,2,41
13975,120000,2,3,1,45
13976,160000,1,2,1,35
13977,210000,1,2,1,29
13978,260000,2,1,2,29
13979,310000,2,2,1,32
13980,50000,2,3,1,42
13981,360000,2,1,2,30
13982,50000,2,1,2,24
13983,240000,1,2,1,44
13984,500000,1,3,1,49
13985,150000,2,1,1,40
13986,160000,2,2,1,38
13987,410000,2,2,2,42
13988,50000,2,3,2,63
13989,50000,1,3,2,38
13990,170000,2,1,2,29
13991,100000,2,1,2,47
13992,230000,1,1,1,46
13993,20000,1,2,2,30
13994,170000,2,1,1,50
13995,160000,2,1,2,36
13996,400000,1,3,2,35
13997,340000,2,1,2,29
13998,90000,1,3,1,31
13999,140000,2,1,2,32
14000,280000,2,2,1,27
14001,180000,2,2,1,40
14002,500000,1,1,1,53
14003,360000,2,1,1,34
14004,50000,1,1,2,23
14005,220000,1,1,1,55
14006,500000,1,1,1,35
14007,100000,1,2,2,41
14008,20000,2,1,2,29
14009,80000,2,3,1,26
14010,160000,2,1,1,38
14011,240000,1,2,1,39
14012,450000,1,3,1,36
14013,50000,1,3,2,39
14014,150000,1,2,1,37
14015,290000,2,2,1,36
14016,50000,2,2,2,22
14017,80000,1,3,1,38
14018,50000,1,2,2,45
14019,50000,1,2,1,30
14020,500000,1,2,1,42
14021,500000,2,1,1,39
14022,200000,2,3,1,40
14023,30000,2,3,1,22
14024,80000,2,3,1,51
14025,50000,2,1,1,50
14026,50000,1,2,1,31
14027,280000,2,2,2,38
14028,260000,2,2,1,48
14029,30000,2,2,2,22
14030,210000,2,1,1,28
14031,50000,2,2,1,31
14032,20000,2,2,1,29
14033,310000,2,1,1,47
14034,100000,2,2,1,42
14035,180000,2,2,2,36
14036,100000,1,1,2,26
14037,20000,1,2,2,25
